file_path,conversation_id,title,create_time,update_time,language_guess,num_messages,part_index,part_count,sha256_content,size_bytes
md\20251011T1047_untitled_68ea35c4-7af8-8320-9ead-bf7364462fb3_p01of02.md,68ea35c4-7af8-8320-9ead-bf7364462fb3,雑談をしよう,1760179663.917712,1760189766.545612,en,221,1,2,8c6466640d865534002e7a29385e9dc24680f6a545666dc500f4c86d83e8a1a6,198772
md\20251011T1047_untitled_68ea35c4-7af8-8320-9ead-bf7364462fb3_p02of02.md,68ea35c4-7af8-8320-9ead-bf7364462fb3,雑談をしよう,1760179663.917712,1760189766.545612,en,221,2,2,3e072e9d3ee8ec6a02f1c78d43ccbe3da8c84aeb409ea3f16d6d469a77a88e92,61904
md\20251011T1207_GitHub-Discussions-_68ea4837-1250-8324-a10e-982bf35f8f22.md,68ea4837-1250-8324-a10e-982bf35f8f22,GitHub Discussions 埋め込み方法,1760184424.689351,1760185551.953664,en,60,1,1,c21cc7ec92f19d4214d31c2f6fc3997a481ccf4c0a69c8f779823ecc21bc250e,69909
md\20251011T0707_untitled_68ea01f9-8ef0-8320-8f14-f30efb827aa0.md,68ea01f9-8ef0-8320-8f14-f30efb827aa0,ファイル署名方法解説,1760166433.498334,1760178451.266344,en,90,1,1,c372317dcd69fd2891355ee438e72024a0c31c57a1935d138ac7cb6a2382f227,160812
md\20251011T0753_untitled_68ea0c81-63a4-8322-b963-601dac1bb0e5.md,68ea0c81-63a4-8322-b963-601dac1bb0e5,文字列の意味分析,1760169206.541384,1760169222.956348,en,7,1,1,8284028468a350af2ef2d8cb379a1999fc0357a2dffe539d93fe7916fc763ef5,3672
md\20251006T1347_GitHub-Pages-_68e3c863-196c-8321-b260-21b7d06bd6de.md,68e3c863-196c-8321-b260-21b7d06bd6de,GitHub Pages ドメイン設定,1759758467.525738,1760166274.843136,en,62,1,1,d2afc53230300bd558289cd37885e996c7b1f5fdc0314a49e1bd295e6568223f,63886
md\20251010T0336_Spec-kit-_68e87f2c-d270-8323-bac6-fd9a4b77d9ab.md,68e87f2c-d270-8323-bac6-fd9a4b77d9ab,Spec-kit 導入考察,1760067378.463931,1760165421.317501,en,30,1,1,30b3133133ff7811e852ca8d2907b947c5c60aa925271e3407ba593d76a18ae9,41913
md\20251010T2151_Amagi-Protocol-_68e97f91-4a48-8321-b1b6-50c47a910752.md,68e97f91-4a48-8321-b1b6-50c47a910752,Amagi Protocol 修正提案,1760133081.594798,1760164199.370975,en,89,1,1,0a861972cb95c36c56658445fa17256e3135d28ba6d97b4e1170e5a849029167,138304
md\20251010T2302_ver3_68e99099-9730-8320-b5c4-dd2b4c40b9ba.md,68e99099-9730-8320-b5c4-dd2b4c40b9ba,ver3を言語とする理由,1760137371.63214,1760162586.918618,en,19,1,1,8c1806b120c92bc3afafabeba246327b1e1c8970a3bcc65372ea4825b37a960f,19709
md\20251010T2140_Tim-Berners-Lee-_68e97d19-9db0-8322-ac15-fc2c37df80a4.md,68e97d19-9db0-8322-ac15-fc2c37df80a4,Tim Berners-Lee 現在の活動,1760132418.600963,1760162548.240844,en,16,1,1,59aa02feae681251618dbfb95af05d4d6d7c067221a6fc6fe08ad325d592fc16,9821
md\20251010T2214_untitled_68e98518-f26c-8322-a921-01590d2fe107.md,68e98518-f26c-8322-a921-01590d2fe107,ページ整理提案,1760134481.044406,1760162541.526996,en,34,1,1,f0114d31f0336dba108c12899d5c52993722f01a6db4748b9b271410db193cc2,31019
md\20251011T0024_Visual-Studio-UT_68e9a3b2-0c44-8323-94bf-d150c69c208c.md,68e9a3b2-0c44-8323-94bf-d150c69c208c,Visual Studio UT実行問題,1760142290.995122,1760162500.056516,en,14,1,1,93be4f7d14f9f012eebf82e9928e71b859eaf628c2c0e64f3b3875a8a13cda34,7892
md\20251011T0336_Amagi-protocol_68e9d0bd-e108-8324-8102-6adf3338aedc.md,68e9d0bd-e108-8324-8102-6adf3338aedc,Amagi protocol改善提案,1760153818.180803,1760162489.43491,en,32,1,1,2cfcdc93c1754ac7831ff2ce00ba992735c520c40d32bbb3a46ed04e7852edcb,39297
md\20251011T0322_untitled_68e9cd4b-5b3c-8322-a268-480937e86608.md,68e9cd4b-5b3c-8322-a268-480937e86608,ユニークのニュアンス比較,1760152944.482087,1760162473.819746,en,12,1,1,01dbb14d30c48dd734029e1aadccf850d9f24633c6fe34b2427ac613b3babe04,11752
md\20251011T0358_untitled_68e9d5da-cd4c-8323-aa1a-19ed2438c610.md,68e9d5da-cd4c-8323-aa1a-19ed2438c610,ファイル署名方法,1760155131.185706,1760162247.852671,en,97,1,1,18c71555b1786ea5c4f44a869e8374a4fae8a8bc584d240616e3c20ef479b308,152269
md\20251011T0421_untitled_68e9db44-9474-8320-b12e-aeb2595b597d.md,68e9db44-9474-8320-b12e-aeb2595b597d,身につける記憶デバイス,1760156498.882236,1760157046.582996,en,43,1,1,e790cd714a09a5f5c18052021934c584e84a9204c63205ac42226e959073d4d2,46078
md\20251011T0142_Amagi-Protocol-_68e9b5e2-8b30-8321-b35a-4c4ff677b723.md,68e9b5e2-8b30-8321-b35a-4c4ff677b723,Amagi Protocol 概要と考察,1760146920.872463,1760151674.542653,en,88,1,1,f84f40e2244fda253a6cf8a4d0ea9d0a95223cfd23afb9a16a98ad23659cf1a6,92772
md\20251010T1331_untitled_68e90aa8-cb78-8321-a823-4a7fa3de5553.md,68e90aa8-cb78-8321-a823-4a7fa3de5553,サイト感想と分析,1760103104.227392,1760131083.361849,en,110,1,1,cc19ab92f29a85c585f9b0560bba0aaf363c8c67404d4b866e4afbdfbd605ba4,120065
md\20251010T0928_untitled_68e8d1bd-f9d8-8322-a69e-6af7085d03f9.md,68e8d1bd-f9d8-8322-a69e-6af7085d03f9,足のテスト準備,1760088536.198361,1760102760.600581,en,80,1,1,d825c264980cab267695f37f8ba922feda15e5784afbeca9f66e3b86e7438f39,79802
md\20251009T2230_untitled_68e83738-6d20-8320-8017-e2c2f4df7205.md,68e83738-6d20-8320-8017-e2c2f4df7205,コード修正提案,1760049034.599567,1760053403.842593,en,142,1,1,98b01c27810de794114adce806c9a3c151b773dfbf410b918fa72221338ced62,156575
md\20251009T1449_Tumbling-Window_68e7cb70-fe04-8321-8e9b-5574474c5de4.md,68e7cb70-fe04-8321-8e9b-5574474c5de4,Tumbling Windowの制限,1760021377.672347,1760022984.014474,en,69,1,1,8968071a19b9269f6712c1cf2c155203ddf6de613af4b3ae9e25ca9ba43943d6,63380
md\20251009T1307_AI_68e7b356-f14c-8324-a260-5647db7b2656.md,68e7b356-f14c-8324-a260-5647db7b2656,AIと司令の影響力,1760015231.615817,1760015772.823337,en,15,1,1,e7fc48691d7a68b82a0315f60db664754761d7fb0f0948e5a9edb717b522661c,13465
md\20251009T1250_TumblingCTAS_68e7af55-2778-8323-9dee-58aa7a63a073.md,68e7af55-2778-8323-9dee-58aa7a63a073,TumblingウィンドウのCTAS,1760014218.619165,1760014297.997666,en,14,1,1,59baa55924d72851dbb46afe3ec2c93572d17a902bdb12a4086dbeb819568031,5212
md\20251009T1111_AI_68e79831-fcbc-8321-8ce6-7cf139faf5d5_p01of02.md,68e79831-fcbc-8321-8ce6-7cf139faf5d5,AIチーム評価方法,1760008305.137327,1760013603.907377,en,87,1,2,2ae639b11505e9af310bd3f508b69c58ecd2dfcae9d6d5b82d154700760cbf2a,195288
md\20251009T1111_AI_68e79831-fcbc-8321-8ce6-7cf139faf5d5_p02of02.md,68e79831-fcbc-8321-8ce6-7cf139faf5d5,AIチーム評価方法,1760008305.137327,1760013603.907377,en,87,2,2,6caba6a3e1975d049a1ec3bb2263b8863fb74cfd9fe47fe8ba609ccf36f9a39a,38699
md\20251009T1057_untitled_68e794c3-1f40-8320-80fc-97c77ef221ec.md,68e794c3-1f40-8320-80fc-97c77ef221ec,知識と情報の違い,1760007423.382443,1760007562.76377,en,10,1,1,b09ecca7fa07c87b53ab247aca81fa446a12e61dd1afd66c2e8ab0838bb93cf9,5374
md\20251008T2247_untitled_68e6e958-26bc-8323-8a15-a4ffe982a193.md,68e6e958-26bc-8323-8a15-a4ffe982a193,戦略的プロンプト設計,1759963621.323573,1759964212.79256,en,13,1,1,cda136c8653818224853d96772b028195715ad71cce5d9f7f727856ee0a5a5e7,8599
md\20251008T2151_Aipm_68e6dc71-3734-8322-a2d0-0cc9cbc6ab2e.md,68e6dc71-3734-8322-a2d0-0cc9cbc6ab2e,Aiのpm脳力分析,1759960280.525307,1759960300.399283,en,7,1,1,01a1c0053dceaffc7126723db66772ddc29126abdac69dd7c5c85b2aea1e0d7f,3203
md\20251008T1240_untitled_68e65b50-4fb0-8321-baad-a65801d03225.md,68e65b50-4fb0-8321-baad-a65801d03225,構造理解と操作理解,1759927238.49073,1759928669.06308,en,35,1,1,08230a9993428bb0ccadd6e912756f7338cc231ebdb1cd7cbf5cad9fe862e5e0,27434
md\20251008T1214_GPT-4_68e65581-94b8-8321-936b-d8053911d08c.md,68e65581-94b8-8321-936b-d8053911d08c,GPT-4会話の問題,1759925698.492577,1759926810.158854,en,28,1,1,f3de922b85e6d4757de60241d45673b506d02f2e6c1e742366de446bea7de365,17929
md\20251007T1313_untitled_68e511ee-cdac-8323-82a5-e794928d1630_p01of02.md,68e511ee-cdac-8323-82a5-e794928d1630,ぶちぎれ案件解説,1759842820.213336,1759884627.203921,en,239,1,2,385b9cc835d75d8b349bf5bebb3c09606c799186afc1004cce85b3231f5d3227,197174
md\20251007T1313_untitled_68e511ee-cdac-8323-82a5-e794928d1630_p02of02.md,68e511ee-cdac-8323-82a5-e794928d1630,ぶちぎれ案件解説,1759842820.213336,1759884627.203921,en,239,2,2,bb75cbe81c106425c50b62de09a38c1382be0cf14b7fba7615af3c147ce5d5af,11924
md\20251007T1119_Claude_68e4f757-5f1c-8332-a003-0206276d60ba.md,68e4f757-5f1c-8332-a003-0206276d60ba,Claudeの肉付け分析,1759835992.878985,1759856185.687954,en,23,1,1,314043dcb0b49a475d7e633cf71d6de9d712f9fcc463ecf64b4743a24da30246,132461
md\20251007T0924_untitled_68e4dc35-4454-8323-96b0-2dd584ff79b4.md,68e4dc35-4454-8323-96b0-2dd584ff79b4,死海文書公開歴史,1759829074.140352,1759832281.922961,en,39,1,1,1acdd0fa8c7901c096ee69e8e22f70c8a12172fd731ab890747cbbb16978966a,22179
md\20251007T0641_PM_68e4b61a-338c-8322-97be-6daf73129cdc.md,68e4b61a-338c-8322-97be-6daf73129cdc,PMの作業振り分け改善,1759819313.936654,1759819652.34053,en,17,1,1,2982f899b9e04d4e7dd691daca2cb57b4f28307f2bb9690a6b47c0f38a84ac4c,14933
md\20251007T0228_GitHub-Copilot-_68e47aad-4cfc-8321-b914-de88b139812b.md,68e47aad-4cfc-8321-b914-de88b139812b,GitHub Copilot 言い換え方法,1759804117.112225,1759804134.047105,en,7,1,1,5a97ad1ee629dba163c0be4bada2377850689ebe58fbc78ba3d87752df35e980,3577
md\20251006T2331_untitled_68e4510c-5f0c-8321-945d-55ca6d7cdfa1.md,68e4510c-5f0c-8321-945d-55ca6d7cdfa1,スコープ管理の言葉,1759793468.63133,1759795356.14858,en,40,1,1,0aadd10dbe8bf780affe075cbb603969f58275988400446f88b3242d24d86ff0,58131
md\20251005T1627_untitled_68e29c73-c1cc-8321-80f0-654c4538a465.md,68e29c73-c1cc-8321-80f0-654c4538a465,時間軸の定義問題,1759681656.591131,1759750071.157179,en,56,1,1,23d829353be13509bcd2f2adadd79ec6f0918eb950275abf2c1407a44692f9bd,64342
md\20251006T0738_Codex_68e371fd-64e8-8324-9695-be731150999d.md,68e371fd-64e8-8324-9695-be731150999d,Codex記事の解説,1759736335.043718,1759742968.79364,en,47,1,1,e79131ec62b1e1987f51d6a764c27d5add40edd0df67822255ce513782b8beb4,33558
md\20251005T2200_Amagi-Protocol_68e2ea37-a464-8321-a672-ad6fa241c183.md,68e2ea37-a464-8321-a672-ad6fa241c183,Amagi Protocol確認方法,1759701600.116748,1759719565.168509,en,99,1,1,ab9fa59c7166816624f519596a8110e35373867614830f0af5cd6771e4682612,89585
md\20251005T1706_Amagi-Protocol_68e2a592-38b8-8323-886d-13dfa6ea7201.md,68e2a592-38b8-8323-886d-13dfa6ea7201,Amagi Protocol分析,1759684010.847711,1759684336.67303,en,19,1,1,8c0f76124019b9c8c1113e0319f1e872ac7b631aa2bc052282dbfe4b924f75dc,14114
md\20251005T0029_untitled_68e1bbd9-0f88-8323-bb49-491715fc74aa_p01of02.md,68e1bbd9-0f88-8323-bb49-491715fc74aa,相談内容確認,1759624158.260859,1759683667.196306,en,165,1,2,90e8ac174793f953b1a0ebfb3fd12e6a03bd5c157a68d4c98cdfa61029b058ed,200060
md\20251005T0029_untitled_68e1bbd9-0f88-8323-bb49-491715fc74aa_p02of02.md,68e1bbd9-0f88-8323-bb49-491715fc74aa,相談内容確認,1759624158.260859,1759683667.196306,en,165,2,2,402f2076a97a63d32dff2d3763326b7524a26f35d79440fddd2b5cd4babb4f1f,107840
md\20251005T1214_untitled_68e260f2-f938-8321-9c7a-e1cf5c603398.md,68e260f2-f938-8321-9c7a-e1cf5c603398,物理テストの重要性,1759666444.009758,1759666453.570801,en,7,1,1,802a8b36a23bc47516a2e00bf115d76bb02b5aac9f27c6fe5ad67f7f884ae2dd,1777
md\20251005T1144_LP_68e25a17-75b4-8323-afd4-80078a5bb99f.md,68e25a17-75b4-8323-afd4-80078a5bb99f,LP制作の自然な進展,1759664681.075373,1759664910.891307,en,13,1,1,873b081a9a3e63f057f12cc89e61381b7ea45287ab8658a29093b23107f2ca30,9008
md\20251005T0438_untitled_68e1f622-2eb4-8322-ad24-bebdf2bd8827_p01of02.md,68e1f622-2eb4-8322-ad24-bebdf2bd8827,広報サポート提案,1759639088.258022,1759664584.052203,en,186,1,2,00eef768605eb863d00038af0441704f0aa9991b318ad82bd4a2459a860bd28b,197899
md\20251005T0438_untitled_68e1f622-2eb4-8322-ad24-bebdf2bd8827_p02of02.md,68e1f622-2eb4-8322-ad24-bebdf2bd8827,広報サポート提案,1759639088.258022,1759664584.052203,en,186,2,2,269edee232b98eaf96cd10a6c51ac2c13aa1764d16b9b009b61da6d17bde7759,30128
md\20251005T1051_Amagi-Protocol-_68e24d97-2334-8321-a5bd-771e05c4c64a.md,68e24d97-2334-8321-a5bd-771e05c4c64a,Amagi Protocol 更新内容,1759661464.141646,1759661934.99218,en,17,1,1,8d60c571746326884b9d6207842316b94d4eefe38cb9036b19e68794fb014104,169962
md\20251005T0736_Docker_68e21ff3-73d0-8324-aa76-be5c0515dfda.md,68e21ff3-73d0-8324-aa76-be5c0515dfda,Dockerエラー回避方法,1759649788.051271,1759650415.423249,en,13,1,1,60be8b12a3036dde5ba8d26042f89ac2e5c1d0887c8d2b30a5ba3ee3d5c36c41,8242
md\20251005T0336_Amagi-Protocol-_68e1e7bb-9cb8-8321-97b4-1787cc523af5.md,68e1e7bb-9cb8-8321-97b4-1787cc523af5,Amagi Protocol 評価,1759635389.411677,1759636435.033309,en,12,1,1,71cace5e8ab1a6f5c67feff530dc83c44f339605f2e4373c197e391358eda075,67450
md\20251004T1529_Claude_68e13d5b-aea0-8322-b8b0-7403c001d137.md,68e13d5b-aea0-8322-b8b0-7403c001d137,Claudeの追記内容,1759591772.625672,1759619196.986652,en,65,1,1,9680e51f18b27d3a22db8c0881f601bac6374add76ae6ce7c822a8be0ab62391,142466
md\20251004T1109_untitled_68e1005b-8e34-8320-a52e-3bc5dc16db8e_p01of02.md,68e1005b-8e34-8320-a52e-3bc5dc16db8e,英語評価依頼,1759576157.061261,1759585674.95502,en,103,1,2,a796e126b9b87f29117d18548354301fcb0b12af989564a695c62f9c1934afca,198718
md\20251004T1109_untitled_68e1005b-8e34-8320-a52e-3bc5dc16db8e_p02of02.md,68e1005b-8e34-8320-a52e-3bc5dc16db8e,英語評価依頼,1759576157.061261,1759585674.95502,en,103,2,2,48344e167e7d3bbee2def23af7501d923e65fb498f18d7c58cb71f150ff4415d,16543
md\20251004T1231_untitled_68e1139b-2fa0-8320-9a1a-e3677c14b683.md,68e1139b-2fa0-8320-9a1a-e3677c14b683,タイムアウト問題の確認,1759581095.827317,1759582819.855242,en,19,1,1,13ead1d83680cba8cdddfc0b854b5ff3f9f16a4da2014f6e8a7af94868954e4a,21724
md\20251004T0855_untitled_68e0e10a-1a34-8324-965a-e51f5170e440.md,68e0e10a-1a34-8324-965a-e51f5170e440,提案内容の比較,1759568139.248457,1759580912.416465,en,29,1,1,91a74f83588292744122feeb6b833725bd833427d6ce1b6e8b31cd9896fe39f8,101010
md\20251004T1032_untitled_68e0f7a3-16c8-8324-9ed9-c50769b37e59.md,68e0f7a3-16c8-8324-9ed9-c50769b37e59,ロマンスと技術,1759573938.169251,1759573943.070744,en,7,1,1,219a9609d89e7e2a6348edde24d22c85cc9ed6aa503b3650deb12fbb1aeca72a,1637
md\20251004T0945_Claude_68e0ecc4-a8d8-8321-9f6c-55733571bb1b.md,68e0ecc4-a8d8-8321-9f6c-55733571bb1b,Claudeへの説明完了,1759571142.137621,1759573730.411641,en,48,1,1,4e0f1226492be8234a00cd57016d5456666cee85651f08a9746a5f48694a7749,118942
md\20251004T0711_untitled_68e0c882-af88-8323-a91c-b7a3106452dd.md,68e0c882-af88-8323-a91c-b7a3106452dd,決断を聞く,1759561862.426363,1759564009.516076,en,28,1,1,924f9b55d2896065781f6a37262ed9eb981b3892a44bbd05d15ebafa4cb912a6,12151
md\20251003T2354_untitled_68e06200-0c88-8320-98b9-5241dcf30b2a.md,68e06200-0c88-8320-98b9-5241dcf30b2a,ユーザーとのやり取り方法,1759535658.048896,1759556891.989706,en,128,1,1,f8ef9cbf2d1eef06d06303fe83901edb2f663958f81ef498d2426798f06ae6d1,126565
md\20251004T0232_AI_68e085bf-817c-8324-85c7-6fb0fb1ed41f_p01of02.md,68e085bf-817c-8324-85c7-6fb0fb1ed41f,AIの知識と育成,1759545146.659691,1759555598.233731,en,203,1,2,a7a888d49c0ea42c79aa9829d7882d5c9fc795c9052c89207d5ae7e1ffd4c013,200019
md\20251004T0232_AI_68e085bf-817c-8324-85c7-6fb0fb1ed41f_p02of02.md,68e085bf-817c-8324-85c7-6fb0fb1ed41f,AIの知識と育成,1759545146.659691,1759555598.233731,en,203,2,2,1be9eac2e9ec2e552f8cafa60e1e8f76e25acd18dc99f5648301504c7fb99f1d,68766
md\20251003T1818_I-dont-know-vs-no-idea_68e0134e-924c-8321-a496-e738527a4f73.md,68e0134e-924c-8321-a496-e738527a4f73,I don't know vs no idea,1759515488.087257,1759515667.203507,en,15,1,1,0bce93e07f9da8942752e6ec210aa4298e72c91e485ac42a0d0367527d7ca45d,8682
md\20251003T1729_AI_68e007c9-7930-8321-ba96-162ce95e2953.md,68e007c9-7930-8321-ba96-162ce95e2953,AIの規模感分析,1759512552.120031,1759513673.500976,en,34,1,1,2885b27276efd04e5d14db3566e3187813c1821d94adb5635aa0acc2b6b55d15,32838
md\20251003T1641_MD_68dffc9d-60cc-8320-974e-de0fbfc1bc6f.md,68dffc9d-60cc-8320-974e-de0fbfc1bc6f,MD表現力強化方法,1759509679.292876,1759509862.909975,en,15,1,1,3f44af3b72b6fae9b1c679469e8f340df64f21b0eb780f7dd5e02ba3b1f55c0f,21352
